mlsnum	Originating_MLS	status	listprice	currentprice	soldprice	listdate	solddate	expireddate	dom	address	city	state	zip	area	tract	type	beds	baths	diningroom	familyroom	sqft	age	numstories	unitfloor	lotsize	mapcode	agentname	agentphone	agentemail	officename	officephone	showinginst	agentcomments	remarks	schooldistrict	elementaryschool	juniorhighschool	highschool	newconstruction	hoafee	hoafreq	taxes	taxyear	xstreets	proptype	housenum	streetname	township	ownership	design	style	possession	propcondition	interiorfeat	mainent	mainbdrm	otherrooms	kitchen	kitfixt	cookingfuel	bsmt	bsmtdesc	attic	laundry	fireplace	fireplacetype	Flooring	HeatFuel	HeatType	Cooling	HotWater	Water	Sewer	Electric	Foundation	Roof	ExterSurface	PorchDeck	Garage	GarageType	Parking	ExterFeat	LotDesc	ShoreWater	PoolType	CHFeeInc	CHExtras	OtherStruc	NewFin	picture_url	sellerconcessions	cnty	dtmodified	pid	pmp	certifications	additionalbankowned	additionalthirdpartyapproval	additionalshortsale	sellerconcessionsamount	finalshortsale	finalthirdpartyapproval	finalbankowned	distance	pending_date	AbovrGrIntSqFt	BelowGrIntSqFt	HomeBuilt	BasemtFtPrintPercent	BasemtFinPrintPercent	County	TotalRooms	Acres	HasFireplace	HasBasement	HasGarage	IsCondoAss	IsHOA	HasSellerConcession	FinalFinancing	OriginalPrice	NumberOfUnits	OwnerName	TaxID	Assessment	Subdivision	FullBaths	PartialBaths	HasCentralAC	Model	CondoBuildingName
5650975	TREND	STL	$359,900	$345,000	$345,000	01/25/2010	12/14/2012		923	2 Windmere Path	Robbinsville	NJ	08690-1110	21112	None Available	SNG	5	2.1	Y	Y		39			156		Dawn Harrison			Keller Williams Real Estate-Princeton	(609) 987-8889			Taxes Reduced to $9,540 (per assessor)  Five bedrooms, 2 ½ baths, 4 levels of living space and a 1 acre lot! The bright & sunny living room has a bay window, hardwood flooring & stone fireplace. The eat-in kitchen has a tile floor, built-in microwave/convection oven, dishwasher, and garden window for your plants.  The spacious family room has a French door overlooking the back patio, bay window & half bath. Upstairs is the master suite w/ full bath & 2 closets, 2 more bedrooms & full main bath w/double vanity. Up another level, are 2 more bedrooms & large storage rm. Great for entertaining, this home features a large sunroom overlooking a built-in pool, 7-person hot tub, deck, & a back yard with mature shade trees just meant for barbeques. Other amenities: formal dining room w/hard wood floor, 4-zone heat, 2-car garage, Bilco doors, & newer heater. This corner lot property is adjacent to twp owned land w/ a conservation easement. Close to schools, shopping, & train stations.	Robbinsville Twp		Pond Road Middle	Robbinsville	N			$9,540	2012	Windward Way	1	2	Windmere Path	Robbinsville Twp	FeeSimple	Split/MultiL	Colonial	30-90Days	Average+	CeilngFan(s), CableTVWired, Wet/DryBar, BayWindow	Foyer/VestEn	FulBathMnBed	Sun/FlaRoom	EatInKitchen	KitDoubleSin, SelfClnOven, BuiltInDishW	ElecCooking	PartialBsmnt	UnfinishBsmt	AccessPanel	BsmtLaundry	OneFirePl	StoneFirePl	FinishedWood, W/WCarpeting, TileFl	OilHeat	HotWaterHeat	CentralAir	OilHotWater	PublicWater	PublicSewer	200-300AmpEl			VinylExt	Deck, Patio	2-CarGarage	Att/BuiltInG	3+CarParking				InGroundPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5650975		211	12/15/2012 10:54:45 AM	600260309	923				False	6000	False	False	False		09/30/2012			N			Mercer County	10	1.02	Y	Y	Y	N	N	Y	Conventional	489000.00		of record	12-00005  04-00001	472900	None Available	2	1	Y			
5722853	TREND	STL	$359,900	$350,000	$350,000	06/07/2010	08/22/2012		544	251 Garden Pl	Robbinsville	NJ	08691-4129	21112	Washington Twn Ctr	SNG	3	2.1	Y	Y		8			0		Roxanne Gennari			Coldwell Banker Residential Brokerage-Princeton Jc	(609) 799-8181			Single family Colonial in desirable Town Center featuring open center entrance foyer, formal living and dining rooms, family room with fireplace, and ultra kitchen with dinette area.  Also on the 1st level is a convenient powder room and laundry.  The second level features three bedrooms including an oversized master bedroom with private master bath and lots of great closet space, and main bathroom.  Also included in a 2-car garage, fenced yard, and full basement.  Convenient to major routes, shopping, train and schools.	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N			$11,003	2011	Heritage	1	251	Garden Pl	Robbinsville Twp	FeeSimple	2-Story	Colonial			9Ft+Ceiling, CableTVWired, CentralVacuu, StallShower	Center/EntrH	WhirlpoolMnB, FulBathMnBed, WalkInClstMB		EatInKitchen	KitIsland, KitPantry, KitBuiltInRa, BuiltInDishW, BuiltInRefig	GasCooking	FullBasement	UnfinishBsmt, BsmtDrainSys	NonUseAttic	MainFlrLndry	OneFirePl	FamRoomFireP, Gas/Propane	FinishedWood, W/WCarpeting, TileFl	GasHeat	HotAirHeat	CentralAir	GasHotWater	PublicWater	PublicSewer	200-300AmpEl	ConcreteFoun	PitchedRoof, ShingleRoof	WoodExt, BrickExt		2-CarGarage	DetachedGar	StreetParkng	Sidewalks, StreetLights, Fencing, UndrgrndElec	OpenLot, FrontYard, RearYard, SideYard(s)		NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5722853		211	12/17/2014 9:29:02 PM	600335352	544				True		True	True	False		01/17/2012			N			Mercer County	7	0.10	Y	Y	Y	N	N	N	Conventional	449900.00		Owner of record	12-00003  16-00003	426800	Washington Twn Ctr	2	1	Y			
5740089	TREND	STL	$335,000	$330,000	$330,000	07/06/2010	03/16/2012		578	1 Windward Way	Robbinsville	NJ	08690-1113	21112	None Available	SNG	3	1.1	Y	Y		39			356X173		Susanne Ams			Callaway Henderson Sotheby's Int'l-Princeton	(609) 921-1050			HOlIDAY SPECIAL!! SELLER SAYS SELL AT 335K IF BUYER HAS NO CONTINGENCY AND CAN CLOSE WITHIN 30DAYS!Sensational home in natural and private setting.Hardwood floors give way to broad tiles with a stylish mosaic border in the new kitchen,completely open to a breakfast/sitting room and stylishly dressed with granite counter tops,stainless steel appliances and glass front cabinetry.A mudroom entry with built in cubby leads to a big side lawn,while sliders open to an expansive deck.A great room also enjoys deck access along with year round sun streaming through soaring skylights.An adjoining den with fireplace is the cozy counterpart to this impressive space.Crown molding embellishes the generous dining room and French doors lead to sizable central home office.Upstairs are three bedrooms,one with double closets and en suite entry to the large bathroom.100 preserved acres spread out from the acre  lot found within a quiet and naturally beautiful residential neighborhood	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N			$10,718	2009	Windswept	1	1	Windward Way	Robbinsville Twp	FeeSimple	2-Story	Colonial	Negotiable	Average+	SecuritySys, Skylight(s), Cathedral/Va, CeilngFan(s), CableTVWired, ExposedBeams, BayWindow	Foyer/VestEn		Den/Study/Li, Util/MudRoom	KitW/BrkfstR	KitDoubleSin, KitBuiltInRa, SelfClnOven, BuiltInDishW	GasCooking	FullBasement	UnfinishBsmt	PullDnStairs	BsmtLaundry	OneFirePl	BrickFirePl, FamRoomFireP	FinishedWood, W/WCarpeting, TileFl	GasHeat	HotWaterHeat	CentralAir	GasHotWater	PublicWater	PublicSewer			ShingleRoof	VinylExt, BrickExt		NoGarage		3+CarParking				NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5740089		211	3/16/2012 6:37:43 PM	600353353	578				False		False	False	False		02/03/2012			N			Mercer County		1.41	Y	Y	N	N	N	N	Conventional	459900.00		Ken Freda & Sharett Freda Jacqueline	12-00005-00050	481700	None Available	1	1	Y			
5746911	TREND	STL	$399,000	$367,500	$367,500	07/21/2010	07/31/2012		647	45 Prestile Pl	Robbinsville	NJ	08691-1113	21112	Hillside Terrace	SNG	3	2.0	Y	Y		33			150X200		Lynn Causing			RE/MAX of Princeton	(609) 921-9202			Price Reduced!!  Custom All-Brick Ranch backing into the Miry Run golf course. Features 3 bedrooms, 2 full baths & 3 car garage.  All hardwood floors except kitchen, central air& furnace 7 yrs old; roof 10 yrs. Formal Living room with bay window,Dining room has chair rail molding. Master bedroom has sliding glass door to the patio, masterbath with skylights, roman tub & shower. 2 other bedrooms are all good size. Full basement is finished with Home theater system ready for in-home movies. The lot is professionally landscaped with paver walk & patio the length of the house. GreatProperty!!             Home is being sold in As-Is condition.	Robbinsville Twp		Pond Road Middle	Robbinsville	N			$13,618	2010	Hilltop	1	45	Prestile Pl	Robbinsville Twp	FeeSimple	1-Story	Ranch	30-90Days	Average+	Skylight(s), BayWindow	Foyer/VestEn	FulBathMnBed, WalkInClstMB		KitW/BrkfstR	KitCookTop, DoubleOven, BuiltInDishW, BuiltInRefig	ElecCooking	FullBasement		FlooredAttic	MainFlrLndry	OneFirePl	BrickFirePl	FinishedWood	GasHeat	HotAirHeat	CentralAir	GasHotWater	PublicWater	PublicSewer				BrickExt	Patio	3-CarGarage	Att/BuiltInG, GarDoorOpner	3+CarParking		LevelLot		NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5746911	Closing Cost	211	7/31/2012 6:51:50 PM	600360514	647				False	5000	False	False	False		06/22/2012			N			Mercer County	7	0.69	Y	Y	Y	N	N	Y	Conventional	575000.00		Abary Antonio Et	12-00028  10-00019	547800	Hillside Terrace	2	0	Y			
5804555	TREND	STL	$389,900	$330,000	$330,000	11/21/2010	02/28/2012		374	35 Tanager Ln	Robbinsville	NJ	08691-2533	21112	Country Meadows	SNG	3	2.1	Y	Y	2,125	13			195x135		Michele Gore			Smires & Associates	(609) 259-1414			Priced BELOW market value!!  Don't miss this amazing opportunity to live in Robbinsville's desirable Country Meadows neighborhood!  Located towards the end of a cul-de-sac is this beautiful 3-bedroom, 2.5-bath colonial (north facing- sunny exposure) on a 0.58- acre lot backing to the woods.  Enter into the magnificent 2-story foyer, which showcases the home's open layout.  This home features hardwood floors throughout and a large kitchen with oak cabinetry, extended countertops and a breakfast nook.  A new brand new Whirlpool "Quiet Partner I" dishwasher was just installed! Relax in the family room next to the custom fireplace.  The master bedroom has a skylight, a walk-in closet, and a private master bath with a soaking tub, stall shower & a double sink vanity.  Full, partially finished basement and the attached 2-car garage w/loft offer lots of storage space. Property is being sold AS-IS and Buyer is responsible for CO.	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N	227.00	A	$12,410	2010	Meadowbrook	1	35	Tanager Ln	Robbinsville Twp	FeeSimple	2-Story	Colonial	Negotiable	Average+	Skylight(s), CeilngFan(s), CableTVWired, Wet/DryBar, StallShower	Foyer/VestEn	WhirlpoolMnB, FulBathMnBed, WalkInClstMB	Great/GathRm, Game/MediaRm	KitW/BrkfstR	KitBuiltInRa, BuiltInDishW, BuiltInRefig	GasCooking	FullBasement	Finished(All), Finished(Partial)	AccessPanel	BsmtLaundry	OneFirePl	LR/GRFireP	FinishedWood, W/WCarpeting	GasHeat		CentralAir	GasHotWater	PublicWater	PublicSewer		Block/BrickF	PitchedRoof, ShingleRoof	VinylExt, BrickExt	Patio	2-CarGarage	Att/BuiltInG, InsideAccess, GarDoorOpner	2-CarParking	Sidewalks, StreetLights	CulDeSacLot, LevelLot, WoodedLot		NoPool			Shed(s)		http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5804555		211	12/17/2014 9:26:23 PM	600421739	374			1	True		True	True	False		11/29/2011			N			Mercer County	8	0.58	Y	Y	Y	N	Y	N	Conventional	469900.00		Could be YOU!	12-00009  05-00004	499200	Country Meadows	2	1	Y	The Brook		
5846459	TREND	STL	$264,900	$254,000	$254,000	03/01/2011	08/08/2012		436	98 Richardson Rd	Robbinsville	NJ	08691-3660	21112	Hillside Terrace	SNG	3	1.1	Y	N		999			150X208		Edward Smires			Smires & Associates	(609) 259-1414			Location-Price-Condition this home has is it all. 3 bedroom 1 1/2 bath ranch with new kitchen, covered front porch, finished basement all this in most sought after Robbinsville school district on almost and acre for under $300,000.	Robbinsville Twp			Robbinsville	N			$7,503	2010	Robbins/Allent	1	98	Richardson Rd	Robbinsville Twp	FeeSimple	1-Story	Ranch	30-90Days		CableTVWired	Foyer/VestEn		Den/Study/Li	FullKit-NoEI		GasCooking	FullBasement			BsmtLaundry	NoFireplace		FinishedWood, TileFl	GasHeat	HotAirHeat	NoA/C	GasHotWater	PublicWater	PublicSewer	60AmpElecSys			Alu/SteelExt, WoodExt	Porch	1-CarGarage		3+CarParking				NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5846459		211	8/23/2012 12:17:55 AM	600465373	436				False		False	False	False		07/18/2012			N			Mercer County	7	0.72	N	Y	Y	N	N	N	Conventional	299900.00		of record	12-00030  05-00043	301800	Hillside Terrace	1	1	N			
5847257	TREND	STL	$339,000	$305,000	$305,000	03/01/2011	04/30/2012		407	26 Tindall Rd	Robbinsville	NJ	08691-2509	21112	None Available	SNG	3	2.0	Y	Y		44			0		Vincent DiDonato			DiDonato Realty Company Inc	(609) 586-2344			Classic, sprawling and well-maintained quality built 2-3 bedroom Ranch on 2.29 park-like acres.  Large living room with wood burning fireplace, dining room & den have flagstone flooring over hardwood floors.  All other rooms have hardwood floors. One half of den or walk-up attic could be 3rd bedroom. Kitchen with stainless steel appliances.  Master bedroom has full bath.  Enclosed sunporch is entire width of the house overlooking the beautiful treed lot.  Full basement with laundry area.  2 car attached garage with electric opener.	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N			$11,336	2011	Beechwood	1	26	Tindall Rd	Robbinsville Twp	FeeSimple	1-Story	Ranch	Immediate	Average+		Foyer/VestEn	FulBathMnBed	Sun/FlaRoom	KitW/NookBar		ElecCooking	FullBasement	UnfinishBsmt	WalkUpAttic, FlooredAttic	BsmtLaundry	OneFirePl	BrickFirePl	FinishedWood, StoneFl	ElectricHeat		CentralAir	ElectricHtWt	PublicWater	PublicSewer			ShingleRoof	BrickExt	Porch, Breezeway	2-CarGarage	Att/BuiltInG	3+CarParking, DrivewayPrk		LevelLot		NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5847257		211	5/1/2012 12:12:16 AM	600466217	407				False		False	False	False		04/10/2012			N			Mercer County	7	2.29	Y	Y	Y	N	N	N	FHA 203(b)	389000.00		witheld	12-00008  04-00022	516000	None Available	2	0	Y			
5860061	TREND	STL	$399,999	$370,000	$370,000	03/20/2011	02/07/2012		277	119 Juniper Way	Robbinsville	NJ	08691-3668	21112	None Available	SNG	4	2.1	Y	Y		13			.64		Alison Katzbach			Smires & Associates	(609) 259-1414			Beautifully maintained 4 bedroom, 2.5 bath colonial in desirable Robbinsville. Located in a cul de sac in the highly sought after Country Gate. The price is unbelievable, don't miss the oppotunity to steal this house. Close to all major transportation and highways. Short Sale- all offers must be approved by the bank.Call Alison today!	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N	300.00	A	$12,567	2010	Richardson	1	119	Juniper Way	Robbinsville Twp	FeeSimple	2-Story	Colonial	Immediate	Average+	SecuritySys	Center/EntrH			KitW/BrkfstR	KitPantry	GasCooking	FullBasement	UnfinishBsmt		MainFlrLndry	OneFirePl		FinishedWood, W/WCarpeting	GasHeat		CentralAir	GasHotWater	PublicWater	PublicSewer		ConcreteFoun		VinylExt		2-CarGarage	Att/BuiltInG	2-CarParking	Sidewalks, StreetLights			NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5860061		211	2/8/2012 12:10:51 AM	600479586	543				True		True	True	True		12/12/2011			N			Mercer County		0.64	Y	Y	Y	N	Y	N	Conventional	449999.00		John A Santoro	12-00029-00024  10	505500	None Available	2	1	Y			
5861876	TREND	STL	$175,000	$162,000	$162,000	03/28/2011	07/31/2012		450	237 Andover Pl	Robbinsville	NJ	08691-3425	21112	Foxmoor	FLT	2	2.0	Y	N		23		1	0		Lucy DeFrank			Smires & Associates	(609) 259-1414			Light and Bright with neutral colors makes this 1st floor unit very desirable. Newer heater and AC Unit, Wall to Wall carpeting, master bedroom with bath and walk in closets, Living room with fireplace. Great location - backs to wooded area.	Robbinsville Twp			Robbinsville	N	190.00	M	$5,434	2010	Hutchinson	1	237	Andover Pl	Robbinsville Twp	Condo-FeeSim	1-Story	OtherStyle	<30Days	Average+	CeilngFan(s), CableTVWired, StallShower	LR/GREntr	FulBathMnBed, WalkInClstMB	Util/MudRoom	EatInKitchen	KitBuiltInRa, BuiltInDishW	GasCooking	NoBasement			MainFlrLndry	OneFirePl	BrickFirePl, LR/GRFireP	W/WCarpeting, Vinyl/LinFl, TileFl	GasHeat	HotAirHeat	CentralAir	GasHotWater	PublicWater	PublicSewer	100-150AmpEl			VinylExt	Patio	NoGarage		ParkingLot	Sidewalks, StreetLights, TennisCrt(s), UndrgrndElec			AssocPool	ComAreaMaint, ExtBldgMaint, LawnMaint, SnowRemoval, TrashRemoval, SwimFee, TennisCourt				http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5861876		211	8/15/2012 12:17:49 AM	600481514	450				False		False	False	False		06/19/2012			N			Mercer County	5	0.00	Y	N	N	Y	N	N	Conventional	187000.00		of record	12-00005-00025  02-C237	218600	Foxmoor	2	0	Y			
5886887	TREND	STL	$319,000	$310,000	$310,000	05/12/2011	06/22/2012		250	1277 Park St	Robbinsville	NJ	08691-4120	21112	Washington Twn Ctr	RTC	3	2.1	Y	Y		8			00X00		Cindy Mazloomi			Century 21 Abrams, Hutchinson &  Associates	(609) 750-7300			Back on Market and Ready to Go! Great Washington Town Center Townhome facing the park.  This brick front home has barely been lived in. Beautiful hardwood floors and upgraded carpet on the main level. Sunny kitchen & expanded breakfast area with sliders to the patio, fenced yard and garage. Family room with media alcove. Neutral carpeting and decoration throughout. Master Bedroom with walk-in closet and bath.  Two more spacious bedrooms and the main bath complete the upper floor.  A full basement that is ready to be finished.  Walk to shopping & restaurants. Convienient to main highways, train stations, and transportation.  Great School System.  Ready to Move In!  Seller is offering a closing credit of $2,500 to the lucky new homeowner.	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N			$9,494	2010	Robbinsville E	1	1277	Park St	Robbinsville Twp	FeeSimple	2-Story	Traditional	30-90Days	Average+	SecuritySys, CeilngFan(s), CableTVWired	Foyer/VestEn	FulBathMnBed, WalkInClstMB		KitW/BrkfstR	KitIsland, KitPantry, KitCookTop, KitBuiltInRa, WallOven, BuiltInDishW	GasCooking	FullBasement	UnfinishBsmt	AccessPanel	BsmtLaundry	NoFireplace		FinishedWood, W/WCarpeting, TileFl	GasHeat	HotAirHeat	CentralAir	GasHotWater	PublicWater	PublicSewer		ConcreteFoun	ShingleRoof	VinylExt, BrickExt	Patio	1-CarGarage	DetachedGar	StreetParkng	Sidewalks, StreetLights, Fencing	LevelLot		NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5886887	Closing Costs	211	6/22/2012 3:17:18 PM	600507697	250				False	2500	False	False	False		05/11/2012			N			Mercer County	7	0.07	N	Y	Y	N	N	Y	Conventional	359000.00		Withheld	12-00003  15-00003	381900	Washington Twn Ctr	2	1	Y	Townhome III		
