mlsnum	Originating_MLS	status	listprice	currentprice	soldprice	listdate	solddate	expireddate	dom	address	city	state	zip	area	tract	type	beds	baths	diningroom	familyroom	sqft	age	numstories	unitfloor	lotsize	mapcode	agentname	agentphone	agentemail	officename	officephone	showinginst	agentcomments	remarks	schooldistrict	elementaryschool	juniorhighschool	highschool	newconstruction	hoafee	hoafreq	taxes	taxyear	xstreets	proptype	housenum	streetname	township	ownership	design	style	possession	propcondition	interiorfeat	mainent	mainbdrm	otherrooms	kitchen	kitfixt	cookingfuel	bsmt	bsmtdesc	attic	laundry	fireplace	fireplacetype	Flooring	HeatFuel	HeatType	Cooling	HotWater	Water	Sewer	Electric	Foundation	Roof	ExterSurface	PorchDeck	Garage	GarageType	Parking	ExterFeat	LotDesc	ShoreWater	PoolType	CHFeeInc	CHExtras	OtherStruc	NewFin	picture_url	sellerconcessions	cnty	dtmodified	pid	pmp	certifications	additionalbankowned	additionalthirdpartyapproval	additionalshortsale	sellerconcessionsamount	finalshortsale	finalthirdpartyapproval	finalbankowned	distance	pending_date	AbovrGrIntSqFt	BelowGrIntSqFt	HomeBuilt	BasemtFtPrintPercent	BasemtFinPrintPercent	County	TotalRooms	Acres	HasFireplace	HasBasement	HasGarage	IsCondoAss	IsHOA	HasSellerConcession	FinalFinancing	OriginalPrice	NumberOfUnits	OwnerName	TaxID	Assessment	Subdivision	FullBaths	PartialBaths	HasCentralAC	Model	CondoBuildingName
5827378	TREND	STL	$569,900	$660,000	$660,000	01/18/2011	08/15/2013		542	329 Gordon Rd	Robbinsville	NJ	08691-2403	21112	The Ridings	SNG	4	2.1	Y	Y	3,000	0			0		Joseph Giancarli			RE/MAX Tri County	(609) 587-9300			The Earth is moving - building has begun!!Custom home being built on 4 Acre estate Lot for only $569,900! Best new home construction value opportunity in Robbinsville!  Best local custom builder in the area!  Bonus features includes a 3 car side entry garage. 5th bedroom/Inlaw suite with optional full bath feature available. Brick front. Hardwood floors in foyer, Kitchen and breakfast room, Custom 42 inch cabinets with granite tops. Master bedroom features 2 walk-in closets, master bath with soaking tub and separate stall shower, double vanities and more!	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	Y			$	2010	Spencer	1	329	Gordon Rd	Robbinsville Twp	FeeSimple	2-Story	Colonial			Cathedral/Va, 9Ft+Ceiling, CableTVWired	Foyer/VestEn	WalkInClstMB	Sun/FlaRoom, Den/Study/Li	KitW/NookBar	KitIsland, KitPantry, KitDoubleSin, KitCookTop, BuiltInDishW	GasCooking	FullBasement	UnfinishBsmt	PullDnStairs	MainFlrLndry	OneFirePl	FamRoomFireP	FinishedWood, W/WCarpeting, Vinyl/LinFl, TileFl	GasHeat	HotAirHeat	CentralAir	GasHotWater	PublicWater	OnSiteSeptic	200-300AmpEl	ConcreteFoun	ShingleRoof	VinylExt		3-CarGarage	Att/BuiltInG	3+CarParking		FlagLot		NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5827378		211	8/16/2013 10:23:37 AM	600445595	542				False		False	False	False		07/12/2012			N			Mercer County	12	4.13	Y	Y	Y	N	N	N	Conventional	569900.00		withheld	12-00022-00034  02	353900	The Ridings	2	1	Y	Washington		
5946982	TREND	STL	$364,900	$350,000	$350,000	09/13/2011	06/15/2013		404	44 North St	Robbinsville	NJ	08691-4125	21112	Washington Twn Ctr	RTC	3	2.1	Y	Y		8			0x0		Richard Abrams			Century 21 Abrams, Hutchinson &  Associates	(609) 750-7300			Three Bedroom Brick Front Townhouse with Park View! Living and Dining Rooms with hardwood flooring, Eat-in Kitchen with 42" Oak cabinetry and granite countertops, Family Room with hardwood flooring. Master Suite with hardwood flooring and full Bath with Jacuzzi tub, stall shower and vanity with granite top and double sinks. Full finished Basement, 9-ft ceilings, recessed lighting, 1-car Garage, Anderson Windows, and more! Conveniently located within walking distance to shopping and restaurants and mintues from major roads, Princeton Junction and Hamilton Train Stations and Mercer County Park.	Robbinsville Twp		Pond Road Middle	Robbinsville	N			$9,750	2010	Washington Blv	1	44	North St	Robbinsville Twp	FeeSimple	2-Story	OtherStyle			9Ft+Ceiling, CableTVWired		FulBathMnBed		EatInKitchen		GasCooking	FullBasement	Finished(All), Finished(Partial)		BsmtLaundry	NoFireplace		FinishedWood	GasHeat	HotAirHeat	CentralAir	GasHotWater	PublicWater	PublicSewer				VinylExt, BrickExt		1-CarGarage		1-CarParking	Sidewalks, StreetLights, Fencing			NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5946982		211	7/3/2013 12:24:26 PM	600569201	404			1	True		True	True	True		04/08/2013			N			Mercer County	7	0.06	N	Y	Y	N	N	N	Conventional	359900.00		Withheld	12-00003  65-00003	392200	Washington Twn Ctr	2	1	Y			
6088960	TREND	STL	$149,500	$138,000	$138,000	07/24/2012	08/08/2013		166	158 Wyndham Pl	Robbinsville	NJ	08691-3132	21112	Foxmoor	FLT	2	2.0	Y	N		24		2	0		Tchristopher Hill			RE/MAX Tri County	(609) 587-9300			2 Bedroom, 2 bath and backs to woods.  Second floor unit.	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N	205.00	M	$5,393	2011	Washington Blv	1	158	Wyndham Pl	Robbinsville Twp	Condo-FeeSim	1-Story	Traditional	30-90Days	Average+	CableTVWired	Foyer/VestEn	WalkInClstMB		EatInKitchen	SelfClnOven, BuiltInDishW	GasCooking	NoBasement			MainFlrLndry	NoFireplace		W/WCarpeting, Vinyl/LinFl	GasHeat	HotAirHeat	CentralAir	GasHotWater	PublicWater	PublicSewer	100-150AmpEl	ConcreteFoun	PitchedRoof	VinylExt	Patio	NoGarage		ParkingLot	Sidewalks, StreetLights, UndrgrndElec	OpenLot		AssocPool	ComAreaMaint, ExtBldgMaint, LawnMaint, SnowRemoval, TennisCourt		SpringHouse		http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6088960		211	8/23/2013 12:30:03 AM	600717439	166			1	True		True	True	False		01/04/2013			N			Mercer County	5	0.00	N	N	N	Y	Y	N	Cash	159900.00		Withheld	12-00003  01-00006  18-C158	209200	Foxmoor	2	0	Y			
6094993	TREND	STL	$695,000	$683,500	$683,500	08/08/2012	06/14/2013		232	61 Newtown Blvd	Robbinsville	NJ	08691-4128	21112	Washington Twn Ctr	SNG	5	4.1	Y	Y	5,000	5			0x0		Victoria Zapantis			Long & Foster-Princeton Junction	(609) 275-5101			Truly A One Of A Kind Executive Home! Located in the heart of Robbinsville's Town Center, this 5000 SF home offers high end details and finishes, along w an outdoor paradise, complete with a beautiful salt water IG pool, stone bar, landscape and lighting. Walk to lakes,parks,shops,jog on the bike paths around the lakes, host pool parties and watch magnificent sunsets from the upper deck; this lifestyle can be all yours. Spectacular design details t-out; the entire home (except bonus rm) has deep stained wood floors, custom crown/box moldings, large windows lets light pour in & a wonderful open concept plan, perfect for entertaining. Two story FR has a wall of French doors & windows, surround sound and a 42" gas fireplace! Gourmet KIT offers granite counters, Stainless appls, walk in pantry/mini office, butler's pantry, recessed lights, 2nd back staircase. Fully appointed 1st flr Master Suite w spa bath, 3 addtl. BRs (all w WICs), 3 full BAs, Loft, PLUS bonus room complete this home. Don't wait, call today!	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N			$19,092	2012	North	1	61	Newtown Blvd	Robbinsville Twp	FeeSimple	2-Story	Colonial	<30Days	Average+	SecuritySys, Cathedral/Va, 9Ft+Ceiling, CeilngFan(s), Stain/LeadGl, CableTVWired, WhirlPool/Ho, SprinklerSys, StallShower, WaterConserv Apl, EnrgyEfficntWdws	Center/EntrH	WhirlpoolMnB, FulBathMnBed, WalkInClstMB	InLawSuite, Great/GathRm, Util/MudRoom, Loft, Game/MediaRm	KitW/BrkfstR	KitIsland, KitPantry, KitDoubleSin, KitCookTop, WallOven, DoubleOven, SelfClnOven, BuiltInDishW, BuiltInRefig, EnrgyEfficntApl	GasCooking	FullBasement			MainFlrLndry	OneFirePl	MarbleFirePl, FamRoomFireP, Gas/Propane	FinishedWood, W/WCarpeting	GasHeat	HotAirHeat, ZonedHeat, ProgThermostat	CentralAir	GasHotWater	PublicWater	PublicSewer		ConcreteFoun	PitchedRoof, ShingleRoof, Metal/TinRoo	VinylExt, OtherExt	Deck, Patio, Porch, Balcony	2-CarGarage	Att/BuiltInG, InsideAccess, GarDoorOpner, Oversizedgar	2-CarParking, StreetParkng, DrivewayPrk	Sidewalks, StreetLights, LawnSprinklr, Fencing, UndrgrndElec, ExteriorLght	CornerLot, LevelLot, FrontYard, RearYard, SideYard(s)		InGroundPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6094993		211	6/19/2013 12:55:45 PM	600723786	24				False		False	False	False		03/27/2013			N			Mercer County		0.20	Y	Y	Y	N	N	N	Conventional	749900.00		With held	12-00003  64-00009	716400	Washington Twn Ctr	4	1	Y	Exp Villge III		
6096478	TREND	STL	$400,000	$375,000	$375,000	08/14/2012	07/11/2013		269	133 Voelbel Rd	Robbinsville	NJ	08691	21112	None Available	SNG	4	2.1	Y	Y		32			3.57 acres		Kim Olzewski			Gloria Nilson & Company Real Estate - Robbinsville	(609) 259-2711			Wonderful four bedroom 2 1/2 bath colonial in Robbinsville located on a 3.71 acre park-like backyard.The many special features of this fine home include: updated windows and doors, large deck with hot tub, above ground oil tank, finished basement, oversize 2-car side entry garage and a beautiful lot. The kitchen and family room areas are adjacent.The kitchen features tiled flooring,updated electric stainless double oven, window over sink, and stainless dishwasher and range hood,and a ceiling fan. The adjacent family room is cozy with brick raised hearth fireplace, custom mantle and hardwood flooring. The formal living and dining rooms have newly replaced Karistan carpeting and are roomy enough for any formal gathering. The master bedroom has its own full bath. The additional bedrooms and full bath help complete this seconf floor package. A finished basement with wet bar is a great place for parties and other gatherings!!! This is a great house at a great price.	Robbinsville Twp				N			$11,326	2012	Route 130	1	133	Voelbel Rd	Robbinsville Twp	FeeSimple	2-Story	Colonial	Negotiable	Average+	SecuritySys, CeilngFan(s)	Center/EntrH	FulBathMnBed		EatInKitchen	KitPantry, KitDoubleSin, KitCookTop, WallOven, DoubleOven	ElecCooking	FullBasement	Finished(All), Finished(Partial)		MainFlrLndry	OneFirePl	BrickFirePl, FamRoomFireP	FinishedWood, W/WCarpeting, TileFl	OilHeat	HotAirHeat	CentralAir	ElectricHtWt	OnSitWell/Sp	OnSiteSeptic				Alu/SteelExt	Deck	2-CarGarage		DrivewayPrk	HotTubExtFt	OpenLot		NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6096478		211	7/26/2013 12:25:41 AM	600725339	269				False		False	False	False		05/09/2013			N			Mercer County		3.57	Y	Y	Y	N	N	N	Conventional	400000.00		Richard and Linda Shuren	12-0017-00010	425000	None Available	2	1	Y			
6115646	TREND	STL	$480,000	$470,000	$470,000	09/24/2012	06/05/2013		114	28 Milburne Ln	Robbinsville	NJ	08691-1206	21112	Woodside	SNG	4	2.1	Y	Y	2,700	17			2700		Caroline Pastore			Century 21 Abrams, Hutchinson &  Associates	(609) 750-7300			Immaculately kept home in the Woodside development featuring hardwood floors, granite countertops and gorgeous tumbled marble backsplash. Office in partially finished basement. This home is airy with a great cross breeze and full of natural light. Inviting back patio for gathering with friends.	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N	275.00	A	$12,971	2012	Woodside Road	1	28	Milburne Ln	Robbinsville Twp	FeeSimple	2-Story	Colonial		Average+	SecuritySys, Attic/HseFan, SprinklerSys	Foyer/VestEn	WhirlpoolMnB, FulBathMnBed, SitAreaMnBed, WalkInClstMB	Den/Study/Li, Util/MudRoom	EatInKitchen		GasCooking	PartialBsmnt	BsmtDrainSys, Finished(All), Finished(Partial)		MainFlrLndry	OneFirePl		FinishedWood, W/WCarpeting, Vinyl/LinFl	GasHeat	HotWaterHeat	CentralAir	GasHotWater	PublicWater	PublicSewer	100-150AmpEl, CircBreakers		PitchedRoof	VinylExt	Patio	2-CarGarage	Att/BuiltInG	2-CarParking	Sidewalks, StreetLights, LawnSprinklr			NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6115646		211	6/10/2013 9:06:54 PM	600745320	114				False		False	False	False		01/27/2013			N			Mercer County	12	0.66	Y	Y	Y	N	Y	N	Conventional	480000.00		withheld	12-00027  03-00013	486700	Woodside	2	1	Y			
6120041	TREND	STL	$249,900	$240,000	$240,000	10/04/2012	12/16/2013		194	48 Bresnahan Rd	Robbinsville	NJ	08691-2405	21112	None Available	SNG	3	2.1	Y	N	2,004	50			150X200		William Lublin			Century 21 Advantage Gold-Southampton	(215) 322-7050			Open concept living, dining, kitchen. Hardwoods flow throughout the home. Living room w/fireplace that can be enjoyed from the living room & kitchen! Huge gourmet, eat-in kitchen with island that seats 8-10, beautiful cabinetry & sliders to rear deck. MBR w/full bath, full wall of closets w/organizers & sitting area. 2 possibly 3 more bedrooms, playroom & office. Full finished basement. Enjoy privacy on .69 acres on quiet rural road! Beautiful views from your large deck. Property is Selling As IS. This property is eligible for Homepath Renovation Mortgage Financing or HomePath Mortgage Financing. Purchase this home with as little as 3% down. Corporate addendums generated with accepted offer. Purchaser is responsible for obtaining U and O  certification. Settlement is contingent upon receipt of Sheriffs deed. It is strongly encouraged that an offer includes proof of funds, if cash offer, or pre-approval, if financing and is a requirement for sellers final acceptance. Go to w ww.HomePath.co m for financing info	Robbinsville Twp				N			$10,877	2013	Gordon	1	48	Bresnahan Rd	Robbinsville Twp	FeeSimple	1-Story	Ranch			CableTVWired, WaterTreatSy		FulBathMnBed		EatInKitchen	KitIsland	ElecCooking	FullBasement		AccessPanel	MainFlrLndry	OneFirePl	LR/GRFireP	FinishedWood, W/WCarpeting, TileFl	OilHeat		CentralAir	OilHotWater	OnSitWell/Sp	OnSiteSeptic	100-150AmpEl			VinylExt	Deck, Patio	1-CarGarage	InsideAccess	3+CarParking, DrivewayPrk		LevelLot, FrontYard, RearYard, SideYard(s)		NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6120041		211	9/23/2014 3:38:35 PM	600749903	490		1		False		False	True	False		10/31/2013			N			Mercer County		0.69	Y	Y	Y	N	N	N	Conventional	275000.00		Fannie Mae	12-00022-00035	396400	None Available	2	1	Y			
6121805	TREND	STL	$699,900	$709,000	$709,000	09/30/2012	10/02/2013		153	5 Kyle Ln	Robbinsville	NJ	08691-3173	21112	None Available	SNG	5	2.1	Y	Y		0			0x0		Roxanne Gennari			Coldwell Banker Residential Brokerage-Princeton Jc	(609) 799-8181			Elevation subject to change due to Township requirements  Home is not yet built	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	Y	25.00	M	$2,665	2012	Anderson	1	5	Kyle Ln	Robbinsville Twp	FeeSimple	2-Story	Colonial	Negotiable	Average+	9Ft+Ceiling, CeilngFan(s), CableTVWired	Foyer/VestEn	FulBathMnBed, SitAreaMnBed, WalkInClstMB		KitW/BrkfstR	KitIsland, KitPantry, KitDoubleSin, WallOven, BuiltInDishW	GasCooking, ElecCooking	FullBasement	UnfinishBsmt	PullDnStairs	MainFlrLndry	OneFirePl	FamRoomFireP, Gas/Propane	FinishedWood, W/WCarpeting, TileFl	GasHeat	HotAirHeat, ZonedHeat	CentralAir	GasHotWater	PublicWater	PublicSewer			PitchedRoof, ShingleRoof	VinylExt, StoneExt	Porch	3-CarGarage	Att/BuiltInG	3+CarParking	Sidewalks	FrontYard, RearYard, SideYard(s)		NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6121805		211	12/17/2014 10:27:52 PM	600751746	631				False		False	False	False		03/01/2013			N			Mercer County	11	0.50	Y	Y	Y	N	Y	N	Conventional	699900.00		Withheld	12-00008-00003  09	100000	None Available	2	1	Y	The Brookmere		
6122226	TREND	STL	$299,000	$291,000	$291,000	10/09/2012	12/11/2013		184	166 Robbinsville Edinburg Rd	Robbinsville	NJ	08691-3012	21112	None Available	SNG	4	2.1	Y	Y	2,300	65			191X257		Anthony Rosica			Gloria Nilson & Company Real Estate - Robbinsville	(609) 259-2711			Great for Entertaining... This Pivotal Property is set on beautiful private premium lot backing to woods. This Spacious 2300sqft 4 bedroom 2.5 bath home offers lots of character with beautiful designer fireplaces and custom trim package. Remodeled kitchen with upgraded cabinetry and upgraded appliances. Family/Sun room offers over-sized windows on three sides with great views. Walk to schools, Bike to Town Center, Minutes to Train, Town Center, Interstates and Robbinsville Airport. A must see! 2013 Tax Assessment has been reduced from $430,800 to $313,600.	Robbinsville Twp	Sharon E.S.	Lawrence M.S.		N			$8,605	2013	Pond Rd	1	166	Robbinsville Edinburg Rd	Robbinsville Twp	FeeSimple	Split/MultiL	OtherStyle			WaterTreatSy	Foyer/VestEn			FullKit-NoEI		ElecCooking	FullBasement			MainFlrLndry	TwoFirePl	BrickFirePl	FinishedWood	OilHeat		CentralAir	OilHotWater	OnSitWell/Sp	OnSiteSeptic			ShingleRoof	VinylExt	Deck	2-CarGarage		2-CarParking		WoodedLot		NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6122226		211	12/12/2013 10:52:36 AM	600752183	387				False		False	False	False		04/26/2013			N			Mercer County		1.13	Y	Y	Y	N	N	N	Conventional	314900.00		Altair Global Relocation	12-00009-00030	313600	None Available	2	1	Y			
6123207	TREND	STL	$324,900	$324,900	$324,900	10/11/2012	07/03/2013		200	220 Bromley Pl	Robbinsville	NJ	08691-3023	21112	Miry Crossing	TWN	3	2.1	Y	Y		17			19X173		Silvana Cox			BHHS Fox & Roach-Hamilton	(609) 890-3300			Check out this 3 bedroom 2 1/2 bath Dansforth Model.  The full finished walk-out basement is truly a rare find.  Hardwood flooring in living room & dining room which also features vaulted ceiling with skylight and sliders leading to a private deck.  The full finished basement is also a perfect getaway with its huge game room, office, and den.  Minutes from all major routes and train station.  Interior is being freshly painted.	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N	108.00	M	$9,362	2012	Moorsleigh	1	220	Bromley Pl	Robbinsville Twp	FeeSimple	2-Story	Traditional	Immediate	Average+	Cathedral/Va, BayWindow	Foyer/VestEn	FulBathMnBed, WalkInClstMB	Den/Study/Li, Util/MudRoom, ProfOffice	EatInKitchen	KitPantry, SelfClnOven, BuiltInDishW	GasCooking	FullBasement	Finished(All), Finished(Partial)	FinshedAttic	MainFlrLndry	NoFireplace		FinishedWood, W/WCarpeting, TileFl	GasHeat	HotWaterHeat, HotAirHeat	CentralAir	GasHotWater	PublicWater	PublicSewer	100-150AmpEl		PitchedRoof	Alu/SteelExt, VinylExt, WoodExt		2-CarGarage	Att/BuiltInG	2-CarParking	Sidewalks, StreetLights, TennisCrt(s), Fencing	WoodedLot, FrontYard, RearYard, SideYard(s)		AssocPool	ComAreaMaint, LawnMaint, SnowRemoval, TrashRemoval, SwimFee, TennisCourt, ClubHouse						211	10/7/2013 3:59:39 PM	600753191	32				False		False	False	False		04/28/2013			N			Mercer County	11	0.08	N	Y	Y	N	Y	N	FHA 203(b)	334000.00		could be you	12-00006-00226	351300	Miry Crossing	2	1	Y	Dansforth		
