mlsnum	Originating_MLS	status	listprice	currentprice	soldprice	listdate	solddate	expireddate	dom	address	city	state	zip	area	tract	type	beds	baths	diningroom	familyroom	sqft	age	numstories	unitfloor	lotsize	mapcode	agentname	agentphone	agentemail	officename	officephone	showinginst	agentcomments	remarks	schooldistrict	elementaryschool	juniorhighschool	highschool	newconstruction	hoafee	hoafreq	taxes	taxyear	xstreets	proptype	housenum	streetname	township	ownership	design	style	possession	propcondition	interiorfeat	mainent	mainbdrm	otherrooms	kitchen	kitfixt	cookingfuel	bsmt	bsmtdesc	attic	laundry	fireplace	fireplacetype	Flooring	HeatFuel	HeatType	Cooling	HotWater	Water	Sewer	Electric	Foundation	Roof	ExterSurface	PorchDeck	Garage	GarageType	Parking	ExterFeat	LotDesc	ShoreWater	PoolType	CHFeeInc	CHExtras	OtherStruc	NewFin	picture_url	sellerconcessions	cnty	dtmodified	pid	pmp	certifications	additionalbankowned	additionalthirdpartyapproval	additionalshortsale	sellerconcessionsamount	finalshortsale	finalthirdpartyapproval	finalbankowned	distance	pending_date	AbovrGrIntSqFt	BelowGrIntSqFt	HomeBuilt	BasemtFtPrintPercent	BasemtFinPrintPercent	County	TotalRooms	Acres	HasFireplace	HasBasement	HasGarage	IsCondoAss	IsHOA	HasSellerConcession	FinalFinancing	OriginalPrice	NumberOfUnits	OwnerName	TaxID	Assessment	Subdivision	FullBaths	PartialBaths	HasCentralAC	Model	CondoBuildingName
5827698	TREND	STL	$569,900	$569,900	$569,900	01/20/2011	01/14/2014		1034	331 Gordon Rd	Robbinsville	NJ	08691-2429	21112	The Ridings	SNG	4	2.1	Y	Y	3,000	0			0		Joseph Giancarli			RE/MAX Tri County	(609) 587-9300			Custom home "UNDER CONSTRUCTION" on 2 Acre estate Lot for only $569,900! Ready in 60 days!!  Pick your own colors!! Best new home construction value opportunity in Robbinsville!  Best local custom builder in the area! Bonus features includes a 2.5 car side entry garage. Brick front. Hardwood floors in foyer, Kitchen and breakfast room, custom 42 inch cabinets with granite tops. Master bedroom features walk-in closet. Master bath with soaking tub and separate stall shower, double vanities and more!	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	Y			$8,015	2013	Spencer	1	331	Gordon Rd	Robbinsville Twp	FeeSimple	2-Story	Colonial				Foyer/VestEn		Den/Study/Li	KitW/NookBar	KitPantry, KitDoubleSin, KitCookTop, BuiltInDishW	GasCooking	FullBasement	UnfinishBsmt	PullDnStairs	MainFlrLndry	OneFirePl		FinishedWood, W/WCarpeting, TileFl	GasHeat	HotAirHeat	CentralAir	GasHotWater	OnSitWell/Sp	OnSiteSeptic		ConcreteFoun	ShingleRoof	VinylExt		2-CarGarage	Att/BuiltInG	2-CarParking				NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=5827698		211	1/15/2014 9:53:37 AM	600445941	1034				False		False	False	False		11/19/2013			N			Mercer County	12	2.08	Y	Y	Y	N	N	N	Conventional	569900.00		withheld	12-00022-00034  01	292100	The Ridings	2	1	Y	Presidental		
6071329	TREND	STL	$249,000	$210,000	$210,000	06/15/2012	03/24/2014		156	125 Robbinsville Edinburg Rd	Robbinsville	NJ	08691-3011	21112	None Available	SNG	4	1.1	Y	N		999			0x0		Nina Cestare			Gloria Nilson & Company Real Estate - Robbinsville	(609) 259-2711			WHAT A DEAL!!! THIS IS A GREAT DEAL IN WASHINGTON TOWNSHIP. Wonderful 4 bedroom 1.5 bath colonial on .83 acres in Robbinsville.  Hardwood floors throughout; wood burning fireplace; roof 10 yrs. old; water heater 8 yrs old; central a/c 6 years old and furnce 8 yrs. old.  Being sold "as is" but all systems and roof newer.  Great schools!  A must see at this price. Watch your investment grow!!!	Robbinsville Twp			Robbinsville	N			$10,383	2013	Wash Blvd.	1	125	Robbinsville Edinburg Rd	Robbinsville Twp	FeeSimple	2-Story	Colonial	Immediate	Average+		Foyer/VestEn			EatInKitchen	KitPantry	GasCooking	FullBasement	UnfinishBsmt	AccessPanel	BsmtLaundry	OneFirePl	BrickFirePl	FinishedWood, W/WCarpeting	OilHeat	HotAirHeat	CentralAir	GasHotWater	OnSitWell/Sp	PublicSewer			ShingleRoof	WoodExt		2-CarGarage	Att/BuiltInG	3+CarParking	StreetLights, ExteriorLght	LevelLot, FrontYard, RearYard, SideYard(s)		NoPool			Shed(s)		http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6071329		211	4/8/2014 12:28:28 AM	600698698	150				False		False	False	False		12/19/2013			N			Mercer County	7	0.83	Y	Y	Y	N	N	N	Cash	219900.00		Withheld	12-00006-00002	378400	None Available	1	1	Y			
6139242	TREND	STL	$499,900	$490,000	$490,000	11/28/2012	02/28/2014		249	37 Cottage Place Dr	Robbinsville	NJ	08691-3629	21112	Washington Hunt	SNG	5	3.1	Y	Y		16			0x0		William Bauer			RE/MAX Excel-Bordentown	(609) 291-9900			Spacious 5 BR, 3 1/2 BA, Colonial situated on an acre lot in Desirable Washington Hunt, Robbinsville Twp. Two-Story Foyer w/tile flooring. EIK includes island w/overhang, tile flr, 42" oak cab, pantry, built-in micro, upgrd faucet, slider out to deck & beautiful backyard. DR w/hrdwd flr, upgrd light & beautiful bay window. FM features cathedral ceiling, gas fp & mantle, 2 skylights, ceil fan, eyeball & rec lighting. LV & 1st Floor BR w/dbl dr entry & dbl dr closet w/bathroom entrance. Master Suite includes tray ceiling, dbl sided wic & rec lights; Master Bath offers tile flr, oak cab, 2 sinks, soaking tub, water closet & dble shower. 3 add'l bdrms and full bath complete 2nd flr. Full Fin Basement includes 2nd Laundry room, Full Bath, Great Room, Den, Kitchen/Bar area plus plenty of storage space. Add'l Features Include: In-law suite possibilities, 2-car garage w/openers & heightend doors, newer equipment & liner on ingrd pool, deck, swingset, fenced yard.	Robbinsville Twp				N	125.00	A	$14,944	2013	Rob-Allentown	1	37	Cottage Place Dr	Robbinsville Twp	FeeSimple	2-Story	Colonial							EatInKitchen		GasCooking	FullBasement	Finished(All), Finished(Partial)		MainFlrLndry, LowFlrLndry	OneFirePl			GasHeat		CentralAir	GasHotWater	PublicWater	PublicSewer				VinylExt		2-CarGarage		3+CarParking				InGroundPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6139242	closing cost	211	3/3/2014 9:43:07 AM	600769743	436				False	5000	False	False	False		10/10/2013			N			Mercer County		1.02	Y	Y	Y	Y	Y	Y	FHA 203(b)	509900.00		Veronica M Lloyd	12-00025  01-00006	544600	Washington Hunt	3	1	Y			
6205679	TREND	STL	$559,000	$553,000	$553,000	04/20/2013	04/04/2014		287	9 Olivia Rd	Robbinsville	NJ	08520-4761	21112	Washington Estates	SNG	4	3.1	Y	Y		5			0x0		Nancy Chen			Long & Foster-Princeton Junction	(609) 275-5101			One of the most popular models in Washington Estates.  Well maintained 5 year new Yorkshire home situated on almost 1 acre plush lawn with sprinkler system.   Premium lot with backyard facing woods.  The home boasting the large formal living room (currently used as a study room) and dining room open onto either side of the foyer.  The sunny FR adjoins the gourmet kitchen creating a spacious and friendly living area.  The well equipped kitchen offering granite counter tops, cherry wood 42' cabinets and stainless steel appliances.  The laundry room and a large pantry are conveniently located off the kitchen.  Upstairs, the oversized master bedroom suite featuring vaulted ceiling, walk in closets, master bath with double sinks, corner tub and separate shower.  There are three additional nice size bedrooms and one full bath.  A full size finished (by builder) walk out basement, with an additional full bath provide endless possibility for entertaining.	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N	164.00	M	$16,066	2013	Allens	1	9	Olivia Rd	Robbinsville Twp	FeeSimple	2-Story	Colonial	Immediate	Average+	SecuritySys, 9Ft+Ceiling, WhirlPool/Ho, StallShower		WhirlpoolMnB	Den/Study/Li	EatInKitchen	KitIsland, KitPantry, KitDoubleSin	ElecCooking	FullBasement	OutSide/WlkO, Finished(All), Finished(Partial)		MainFlrLndry	OneFirePl		FinishedWood, W/WCarpeting, TileFl	PropaneHeat	HotAirHeat	CentralAir	PropaneHtWtr	ShardWell/Sp	OnSiteSeptic				BrickExt		2-CarGarage		2-CarParking		WoodedLot		NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6205679		211	4/19/2014 12:25:49 AM	600836045	287				False		False	False	False		01/31/2014			N			Mercer County	10	0.95	Y	Y	Y	N	Y	N	Conventional	629000.00		Withheld	12-00047-00004  06	585500	Washington Estates	3	1	Y	Yorkshire		
6209099	TREND	STL	$299,900	$275,000	$275,000	04/26/2013	02/28/2014		190	63 Robbinsville Edinburg Rd	Robbinsville	NJ	08691-3008	21112	None Available	SNG	3	2.0	Y	Y		35			150X200		Roxanne Gennari			Coldwell Banker Residential Brokerage-Princeton Jc	(609) 799-8181			Custom ranch home nestled on a large private lot in Robbinsville with wooded rear views. There is a slate entrance foyer leading to the formal living room and dining room. The kitchen has plenty of cabinets and counter space and a dinette area. The large family room has a fireplace and a door leading to the deck. Also included is a first level laundry area for convenience. There are three bedrooms and two full baths. Also included is a basement and two car attached garage. Convenient to major routes, shopping and the train!	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N			$9,832	2013	Pond	1	63	Robbinsville Edinburg Rd	Robbinsville Twp	FeeSimple	1-Story	Ranch	Negotiable	Average+	CeilngFan(s), BayWindow	Foyer/VestEn	FulBathMnBed		EatInKitchen	KitCookTop, WallOven, BuiltInDishW	ElecCooking	FullBasement			MainFlrLndry	OneFirePl	BrickFirePl, FamRoomFireP		OilHeat	BaseboardHea	NoA/C	OilHotWater	PublicWater	PublicSewer			PitchedRoof, ShingleRoof	VinylExt, BrickExt	Deck	2-CarGarage	Att/BuiltInG	3+CarParking		WoodedLot, FrontYard, RearYard, SideYard(s)		NoPool			Shed(s)		http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6209099		211	3/15/2014 12:31:37 AM	600839570	190				False		False	False	False		01/24/2014			N			Mercer County	7	0.69	Y	Y	Y	N	N	N	Conventional	309900.00		Withheld	12-00006-00021	358300	None Available	2	0	N			
6238803	TREND	STL	$172,900	$166,000	$166,000	06/19/2013	01/09/2014		140	108 Wyndham Pl	Robbinsville	NJ	08691-3127	21112	Wyndham Place	FLT	2	2.0	Y	N	1,200	26		2	0x0		Andrea James			Keller Williams Real Estate-Princeton	(609) 987-8889			TAXAES HAVE BEEN REDUCED BY $1157. Now this is even more affordable. Enjoy over 1200 sq. ft. of living space in this 2nd floor Covington model condo in desirable Wyndham Place. Balcony overlooks mature trees and professionally tended grounds. Neutral beige carpet is 2 yrs. old. Roomy living room allows for comfortable furniture arrangement; formal dining room can accommodate table with 6 chairs and breakfront. Efficient L-shaped kitchen counter work area and room for table and 2 chairs for casual dining; solid surface counter top, SS sink, 1 yr. old refrigerator, updated gas range.  MBR has large walk-in closet and private bath with shower and heat lamp for a luxurious touch. Robbinsville Twp. is conveniently located for access to major public transportation, shopping malls, restaurants, cultural and recreational facilities. In warm weather you can enjoy the community pool; there are also tennis courts. 1% lower interest for first year for qualified buyers.	Robbinsville Twp				N	213.00	M	$4,418	2013	Washington Blv	1	108	Wyndham Pl	Robbinsville Twp	Condo-FeeSim	LoRise1-4st	OtherStyle	<30Days	Average+		Foyer/VestEn	FulBathMnBed, WalkInClstMB		EatInKitchen	SelfClnOven, BuiltInDishW, BuiltInRefig, EnrgyEfficntApl	GasCooking	NoBasement			UpprFlrLndry	NoFireplace		W/WCarpeting, Vinyl/LinFl	GasHeat		CentralAir	GasHotWater	PublicWater	PublicSewer				OtherExt	Balcony	NoGarage		ParkingLot	Sidewalks, StreetLights, TennisCrt(s)			AssocPool	ComAreaMaint, ExtBldgMaint, LawnMaint, SnowRemoval, TrashRemoval, SwimFee, TennisCourt				http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6238803		211	1/9/2014 7:57:08 PM	600870504	140				False		False	False	False		11/05/2013			N			Mercer County	5	0.00	N	N	N	Y	N	N	Conventional	185000.00		Patricia Shields	12-00003  01-00006  19-C108	161000	Wyndham Place	2	0	Y	Covington		
6246782	TREND	STL	$488,900	$464,000	$464,000	07/08/2013	01/31/2014		153	125 Heritage St	Robbinsville	NJ	08691-4203	21112	Washington Twn Ctr	RTC	5	3.1	Y	Y		999			40.2x74.6		Theresa Kolb			Smires & Associates	(609) 259-1414			Stunning End Unit Town Home V Model,in the heart of Town Center.Offers 5 bedrms/3.5 ba,finished bsmnt&detached garage. Enter to elegant D/R & L/R,boasts brand new cherry wood flooring,custom molding throughout& wood staircase.Gorgeous custom gourmet kitchen and first flr Mster Bedrm with walk in closet,crown molding & Mster Ba w/Jacuzzi tub,dble sinks&upgraded porcelain tile. Powder rm on 1st flr.  Charming Fam Rm w/gas  Firepl & dramatic windows to ceiling. Custom window treatments throughout. Upper level-4 spacious bedrms,1 full bath & nice open hallway.1 Bedrm presents lge double closets on ea side.Full basement finished with large area for recreation,Cigar Rm with travertine tile,large ldry rm finished,1 full bath and lots of storage space!!Great for entertaining!Nice sz yard,1 car garage and additional parking spot,close to restaurants,transportatiion & shopping. Excellent schools. One of the largest Townhome models. Move right In!!	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N			$12,321	2013	Route 526	1	125	Heritage St	Robbinsville Twp	FeeSimple	2-Story	Colonial, EndUnit/Row	Negotiable	Average+	CeilngFan(s)	Center/EntrH	FulBathMnBed, WalkInClstMB	Great/GathRm, Game/MediaRm	EatInKitchen	KitIsland, KitPantry, KitCookTop, BuiltInDishW	GasCooking	FullBasement	Finished(All), Finished(Partial)		BsmtLaundry	OneFirePl	FamRoomFireP	FinishedWood, W/WCarpeting, TileFl	GasHeat	HotAirHeat	CentralAir	GasHotWater	PublicWater	PublicSewer				VinylExt, BrickExt	Patio	1-CarGarage	DetachedGar	2-CarParking, StreetParkng	Sidewalks, StreetLights			NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6246782		211	2/3/2014 4:23:17 PM	600878837	153				False		False	False	False		12/07/2013			N			Mercer County		0.09	Y	Y	Y	N	N	N	Conventional	488900.00		with held	12-00003  13-00007	449000	Washington Twn Ctr	3	1	Y	Town Home Iv		
6250387	TREND	STL	$449,900	$439,000	$439,000	07/13/2013	02/28/2014		111	10 Hibiscus Ln	Robbinsville	NJ	08691-1610	21112	Arbor Walk	SNG	3	2.1	Y	Y		17			0		Tchristopher Hill			RE/MAX Tri County	(609) 587-9300			Same owners for the last 13 years. First floor all hardwood. Expanded and bumped out Family room for lots of space. Eat-in kitchen with granite tops and Viking gas range and hood system. Professionally finished basement with game room, storage and office or guest room.	Robbinsville Twp				N			$11,165	2013	Trellis	1	10	Hibiscus Ln	Robbinsville Twp	FeeSimple	2-Story	Colonial, Traditional	Negotiable	Average+	CeilngFan(s), CableTVWired, StallShower	Foyer/VestEn	WalkInClstMB	Den/Study/Li, Game/MediaRm	EatInKitchen	KitPantry, KitBuiltInRa, SelfClnOven, KitCommRange, BuiltInDishW	GasCooking	FullBasement	Finished(All), Finished(Partial)	AccessPanel	MainFlrLndry	OneFirePl	FamRoomFireP	FinishedWood, W/WCarpeting	GasHeat	HotAirHeat	CentralAir	GasHotWater	PublicWater	PublicSewer	100-150AmpEl	ConcreteFoun	PitchedRoof, ShingleRoof	VinylExt	Patio	2-CarGarage	Att/BuiltInG, InsideAccess, GarDoorOpner	2-CarParking, DrivewayPrk	Sidewalks, StreetLights, LawnSprinklr, UndrgrndElec, ExteriorLght	LevelLot, FrontYard, RearYard		NoPool					http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6250387		211	3/15/2014 12:32:19 AM	600882770	111				False		False	False	False		10/31/2013			N			Mercer County	8	0.34	Y	Y	Y	N	N	N	Conventional	459900.00		Rossi	12-00029  04-00006	406900	Arbor Walk	2	1	Y	Bonnington Exp		
6259384	TREND	STL	$575,000	$550,000	$550,000	08/02/2013	04/01/2014		159	2 Chestnut Dr	Robbinsville	NJ	08691-3600	21112	Woods At Washingtn	SNG	4	3.1	Y	Y		9			0X0		Cynthia Duvin			Gloria Nilson & Company Real Estate - Robbinsville	(609) 259-2711			Welcome home to this beautiful 4 bed, 3.5 bath home in the Woods at Washington. This Victoria Model has many structural upgrades including upgraded kitchen with Gourmet Island, morning room off of the kitchen, expanded family room with gas fireplace and office.  Formal DR & LR combine to make an elegant space for all your entertaining needs. The open concept kitchen has upgraded 42 inch cabinets, SS appliances, recessed lighting and French door to maintenance free deck.  The master suite was also expanded to include a cozy sitting area.  The master bath is sure to please with a Jacuzzi tub, shower stall, and double sinks.  A spacious walk-in closet completes the master suite.  Three more bedrooms and hall bath are also found on the 2nd floor. A finished basement with an upgraded walk-out, a 3 car garage & a heated, in-ground pool (new liner & pump) with paver patio & gas line to outdoor grill are some of the other wonderful features of this home.  Located on 1.40 acres in the Robbinsville Twp. School District	Robbinsville Twp	Sharon E.S.	Pond Road Middle	Robbinsville	N			$16,878	2013	Route 526	1	2	Chestnut Dr	Robbinsville Twp	FeeSimple	2-Story	Colonial	Negotiable	Average+		Foyer/VestEn	WhirlpoolMnB		KitW/NookBar	KitIsland, KitPantry	GasCooking	FullBasement	OutSide/WlkO, Finished(All), Finished(Partial)		MainFlrLndry	OneFirePl	Gas/Propane		GasHeat	HotAirHeat, ZonedHeat	CentralAir	GasHotWater	PublicWater	PublicSewer				VinylExt	Deck, Patio	3-CarGarage	Att/BuiltInG	3+CarParking		LevelLot		InGroundPool	ComAreaMaint				http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6259384		211	12/17/2014 10:24:22 PM	600892075	159				False	1950	False	False	False		01/07/2014			N			Mercer County		1.40	Y	Y	Y	N	N	Y	Conventional	585000.00		Of Record	12-00030-00008  01	615100	Woods At Washingtn	3	1	Y			
6259769	TREND	STL	$170,000	$160,000	$160,000	08/04/2013	02/07/2014		85	224 Wyndham Pl	Robbinsville	NJ	08691-3139	21112	Foxmoor	FLT	2	2.0	Y	N		27		2	0x0		Robert Verrinder			Weidel Realtors-Hamilton Square	(609) 586-1400			Words can't describe the Care and Love that went into maintaining this home.  This second floor end unit has two bedroom two bath condo in Foxmoor is freshly painted and has new carpet throughout the entire unit. All appliances are included, New fridge, Newer washer and dryer. Large master bedroom with walk-in closet and master bath. Spacious open dining room living room for entertaining and holidays. Sliders that open out to a small deck that faces woods to enjoy your morning coffee and evening libation. I almost forgot it also has a hard wired security system. Please remove shoes at bottom of stairs after entering.	Robbinsville Twp		Pond Road Middle	Robbinsville	N	213.00	M	$5,699	2013	Washington	1	224	Wyndham Pl	Robbinsville Twp	Condo-FeeSim	1-Story	Colonial	Immediate	Average+	SecuritySys		FulBathMnBed, WalkInClstMB		FullKit-NoEI		GasCooking	NoBasement			MainFlrLndry	NoFireplace		W/WCarpeting, Vinyl/LinFl	GasHeat		CentralAir	ElectricHtWt	PublicWater	PublicSewer				WoodExt		NoGarage		Asgn/DeedPrk				AssocPool	ComAreaMaint, ExtBldgMaint, LawnMaint, SnowRemoval, TrashRemoval				http://www.trendmls.com/AssetLocator/getAsset.ashx?EntityType=Listing&AssetType=Image&BusinessPartnerID=1&ImageNumber=1&ImageVersion=LRG&MlsNumber=6259769		211	2/7/2014 3:00:26 PM	600892462	85				False		False	False	False		10/27/2013			N			Mercer County		0.00	N	N	N	Y	N	N	Conventional	180000.00		Owner of Record	12-00003  01-00006  18-C224	207700	Foxmoor	2	0	Y			
